3	0.00020320889772569293
4	5.048837521544707e-05
5	5.048837521544707e-05
6	0.0003089625591234176
7	5.048837521544707e-05
8	0.00032553581688049343
9	5.048837521544707e-05
10	0.00042706193047440674
11	5.048837521544707e-05
12	5.048837521544707e-05
13	5.048837521544707e-05
14	5.048837521544707e-05
15	0.00367986406058571
16	5.048837521544707e-05
17	5.048837521544707e-05
18	5.048837521544707e-05
19	0.00012968483863635434
20	5.048837521544707e-05
21	5.048837521544707e-05
22	5.048837521544707e-05
23	0.0001707014312618997
24	5.048837521544707e-05
25	5.048837521544707e-05
26	5.048837521544707e-05
27	5.048837521544707e-05
28	0.0016888098890174503
29	0.00018373945956384153
30	0.0001728719472921363
31	5.048837521544707e-05
32	0.00019372176210340002
33	0.00033732318457747835
34	0.00025890575888065713
35	0.00069636550110578
36	0.00013773532910739462
37	5.048837521544707e-05
38	0.00016440097179225692
39	0.0003424841684647199
40	5.048837521544707e-05
41	5.048837521544707e-05
42	5.048837521544707e-05
43	5.048837521544707e-05
44	5.048837521544707e-05
45	5.048837521544707e-05
46	5.048837521544707e-05
47	5.048837521544707e-05
48	5.048837521544707e-05
49	0.00027954621918506667
50	0.00040334918549303554
51	5.048837521544707e-05
52	5.048837521544707e-05
53	5.048837521544707e-05
54	0.00034615255162247314
55	0.0009470520046149792
56	0.0009145120058263812
57	5.048837521544707e-05
58	5.048837521544707e-05
59	5.048837521544707e-05
60	5.048837521544707e-05
61	0.00021387322141531388
62	5.048837521544707e-05
63	5.048837521544707e-05
64	8.219880545497378e-05
65	5.048837521544707e-05
66	5.048837521544707e-05
67	5.048837521544707e-05
68	5.048837521544707e-05
71	5.048837521544707e-05
72	0.0007781016620928039
73	5.048837521544707e-05
74	5.048837521544707e-05
75	0.00047760686675806305
76	5.048837521544707e-05
77	5.048837521544707e-05
78	5.048837521544707e-05
79	5.048837521544707e-05
80	0.00028181218117600204
81	5.048837521544707e-05
82	5.048837521544707e-05
83	5.048837521544707e-05
